Orbit,Sub-Solar Lat,Observation,Day of Year,Sequence,MET,Start UTC,End UTC,Sequence ID,Filters,Nonzero Exp Images,Zero Exp Images,Compression,Observation,Brief Description,Detailed Description,Predict Plot,Predict Plot,Predict Plot
,,MSI_RegGlobal_307n,2000-307,00304,0148580333-0148581265,2000-307T13:01:39,2000-307T13:17:11,30,4,16,16,table5,MSI_RegGlobal_307n,4x4 of Region,globalmovies.txt,msi_regglobal_307n.gif,,
,,MSI_RegGlobal_307o,2000-307,00304,0148581833-0148582796,2000-307T13:26:39,2000-307T13:42:42,30,4,32,32,table5,MSI_RegGlobal_307o,8x4 of Region,globalmovies.txt,msi_regglobal_307o.gif,,
,,MSI_RegGlobal_307p,2000-307,00304,0148583333-0148584296,2000-307T13:51:39,2000-307T14:07:42,30,4,32,32,table5,MSI_RegGlobal_307p,8x4 of Region,globalmovies.txt,msi_regglobal_307p.gif,,
176 km,-46.2,MSI_RegGlobal_307q,2000-307,00304,0148584833-0148585796,2000-307T14:16:39,2000-307T14:32:42,30,4,32,32,table5,MSI_RegGlobal_307q,8x4 of Region,globalmovies.txt,msi_regglobal_307q.gif,,
,,OPN_307B_KL,2000-307,00304,0148586443-0148587125,2000-307T14:43:29,2000-307T14:54:51,27,4,12,0,table5,OPN_307B_KL,3x4 mosaic,opnav.txt,opn_307b_kl.gif,,
,,OPN_307C_KL,2000-307,00304,0148610863-0148611545,2000-307T21:30:29,2000-307T21:41:51,27,4,12,0,table5,OPN_307C_KL,3x4 mosaic,opnav.txt,opn_307c_kl.gif,,
,,MSI_ParkStar_307,2000-307,00304,0148616113-0148616119,2000-307T22:57:59,2000-307T22:58:05,29,0,4,0,lossless,MSI_ParkStar_307,Take images during ParkMode for temp vs pt,,.,,
196x197,-46.4,OPN_308A_KL,2000-308,00304,0148636543-0148637225,2000-308T04:38:29,2000-308T04:49:51,27,4,12,0,table5,OPN_308A_KL,3x4 mosaic,opnav.txt,opn_308a_kl.gif,,
,,OPN_308B_KL,2000-308,00304,0148647343-0148648025,2000-308T07:38:29,2000-308T07:49:51,27,4,12,0,table5,OPN_308B_KL,3x4 mosaic,opnav.txt,opn_308b_kl.gif,,
,,OPN_308C_KL,2000-308,00304,0148661743-0148662425,2000-308T11:38:29,2000-308T11:49:51,27,4,12,0,table5,OPN_308C_KL,3x4 mosaic,opnav.txt,opn_308c_kl.gif,,
,,OPN_308D_KL,2000-308,00304,0148697263-0148697945,2000-308T21:30:29,2000-308T21:41:51,27,4,12,0,table5,OPN_308D_KL,3x4 mosaic,opnav.txt,opn_308d_kl.gif,,
,,MSI_ParkStar_308,2000-308,00304,0148702513-0148702519,2000-308T22:57:59,2000-308T22:58:05,29,0,4,0,lossless,MSI_ParkStar_308,Take images during ParkMode for temp vs pt,,.,,
,,MSI_RegGlobal_309a,2000-309,00304,0148707733-0148708665,2000-309T00:24:59,2000-309T00:40:31,30,4,16,16,table5,MSI_RegGlobal_309a,4x4 of Region,,msi_regglobal_309a.gif,,
,,MSI_RegGlobal_309b,2000-309,00304,0148709533-0148710465,2000-309T00:54:59,2000-309T01:10:31,30,4,16,16,table5,MSI_RegGlobal_309b,4x4 of Region,,msi_regglobal_309b.gif,,
,,MSI_NLRide_309,2000-309,00304,0148711333-0148727433,2000-309T01:24:59,2000-309T05:53:19,18,4,24,0,table5,MSI_NLRide_309,Point nadir and take images,,msi_nlride_309.gif,,
,,OPN_309A_KL,2000-309,00304,0148728343-0148729025,2000-309T06:08:29,2000-309T06:19:51,27,4,12,0,table5,OPN_309A_KL,3x4 mosaic,opnav.txt,opn_309a_kl.gif,,
,,MSI_Lonscan4x2_309,2000-309,00304,0148730233-0148748928,2000-309T06:39:59,2000-309T11:51:34,30,4,280,280,table5,MSI_Lonscan4x2_309,Repeating 4x2 mosaics for 1 rotation on equat lats,lonscans.txt,msi_lonscan4x2_309.gif,,
196 km,-47.0,OPN_309B_KL,2000-309,00304,0148757143-0148757825,2000-309T14:08:29,2000-309T14:19:51,27,4,12,0,table5,OPN_309B_KL,3x4 mosaic,opnav.txt,opn_309b_kl.gif,,
,,OPN_309C_KL,2000-309,00304,0148785283-0148785965,2000-309T21:57:29,2000-309T22:08:51,27,4,12,0,table5,OPN_309C_KL,3x4 mosaic,opnav.txt,opn_309c_kl.gif,,
,,OPN_310A_KL,2000-310,00304,0148812763-0148813445,2000-310T05:35:29,2000-310T05:46:51,27,4,12,0,table5,OPN_310A_KL,3x4 mosaic,opnav.txt,opn_310a_kl.gif,,
,,MSI_ParkStar_310,2000-310,00304,0148818013-0148818019,2000-310T07:02:59,2000-310T07:03:05,29,0,4,0,lossless,MSI_ParkStar_310,Take images during ParkMode for temp vs pt,,.,,
,,MSI_Flyover_310,2000-310,00304,0148823443-0148826895,2000-310T08:33:29,2000-310T09:31:01,30,4,116,116,table5,MSI_Flyover_310,Point off-nadir and take images,flyover.txt,msi_flyover_310.gif,,
,,OPN_310B_KL,2000-310,00304,0148836343-0148837025,2000-310T12:08:29,2000-310T12:19:51,27,4,12,0,table5,OPN_310B_KL,3x4 mosaic,opnav.txt,opn_310b_kl.gif,,
,,MSI_NLRide_310,2000-310,00304,0148838233-0148854333,2000-310T12:39:59,2000-310T17:08:19,18,4,24,0,table5,MSI_NLRide_310,Point nadir and take images,,msi_nlride_310.gif,,
,,OPN_310C_KL,2000-310,00304,0148863583-0148864265,2000-310T19:42:29,2000-310T19:53:51,27,4,12,0,table5,OPN_310C_KL,3x4 mosaic,opnav.txt,opn_310c_kl.gif,,
,,OPN_311A_KL,2000-311,00304,0148899163-0148899845,2000-311T05:35:29,2000-311T05:46:51,27,4,12,0,table5,OPN_311A_KL,3x4 mosaic,opnav.txt,opn_311a_kl.gif,,
,,MSI_RegGlobal_311,2000-311,00304,0148901713-0148902645,2000-311T06:17:59,2000-311T06:33:31,30,4,16,16,table5,MSI_RegGlobal_311,4x4 of Region,,msi_regglobal_311.gif,,
196 km,-47.7,MSI_Flyover_311,2000-311,00304,0148903843-0148922824,2000-311T06:53:29,2000-311T12:09:50,18,4,1000,0,table5,MSI_Flyover_311,Point off-nadir and take images,flyover.txt,msi_flyover_311.gif,,
,,OPN_311B_KL,2000-311,00304,0148923643-0148924325,2000-311T12:23:29,2000-311T12:34:51,27,4,12,0,table5,OPN_311B_KL,3x4 mosaic,opnav.txt,opn_311b_kl.gif,,
,,MSI_StarCal_311,2000-311,00311,0148956493-0148956499,2000-311T21:30:59,2000-311T21:31:05,29,0,4,0,lossless,MSI_StarCal_311,Point 90 deg off-nadir for temp vs pointing ,,msi_starcal_311.gif,,
,,OPN_311C_KL,2000-311,00311,0148957243-0148957925,2000-311T21:43:29,2000-311T21:54:51,27,4,12,0,table5,OPN_311C_KL,3x4 mosaic,opnav.txt,opn_311c_kl.gif,,
,,MSI_Flyover_311b,2000-311,00311,0148958743-0148974243,2000-311T22:08:29,2000-312T02:26:49,9,4,190,190,lossless,MSI_Flyover_311b,Filter 4 images taken as asteroid moves across FOV,flyover.txt,msi_flyover_311b.gif,,
,,MSI_RegGlobal_312,2000-312,00311,0148975033-0148975965,2000-312T02:39:59,2000-312T02:55:31,9,4,16,16,lossless,MSI_RegGlobal_312,4x4 image of region,,msi_regglobal_312.gif,,
,,MSI_NLRide_312,2000-312,00311,0148976833-0148983045,2000-312T03:09:59,2000-312T04:53:31,9,4,24,24,lossless,MSI_NLRide_312,Point nadir and take NLR support images,,msi_nlride_312.gif,,
,,OPN_312A_KL,2000-312,00311,0148983883-0148984565,2000-312T05:07:29,2000-312T05:18:51,27,4,12,0,table5,OPN_312A_KL,3x4 mosaic,opnav.txt,opn_312a_kl.gif,,
,,OPN_312B_KL,2000-312,00311,0149013343-0149014025,2000-312T13:18:29,2000-312T13:29:51,27,4,12,0,table5,OPN_312B_KL,3x4 mosaic,opnav.txt,opn_312b_kl.gif,,
,,MSI_ParkDarkStar_312,2000-312,00311,0149018593-0149018722,2000-312T14:45:59,2000-312T14:48:08,"29,1","0,7",8,0,lossless,MSI_ParkDarkStar_312,4 filter 0 images during ParkMode for temp vs pt; 4 filter 7 images for dark current,,.,,
195 km,-48.3,OPN_312C_KL,2000-312,00311,0149041543-0149042225,2000-312T21:08:29,2000-312T21:19:51,27,4,12,0,table5,OPN_312C_KL,3x4 mosaic,opnav.txt,opn_312c_kl.gif,,
,,MSI_Lonscan2x4_312,2000-312,00311,0149043133-0149065982,2000-312T21:34:59,2000-313T03:55:48,30,4,342,342,table5,MSI_Lonscan2x4_312,Repeating 2x4 mosaics for 1 rotation on equat lats,lonscans.txt,msi_lonscan2x4_312.gif,,
,,OPN_313A_KL,2000-313,00311,0149066743-0149067425,2000-313T04:08:29,2000-313T04:19:51,27,4,12,0,table5,OPN_313A_KL,3x4 mosaic,opnav.txt,opn_313a_kl.gif,,
,,MSI_NLRide_313,2000-313,00311,0149077633-0149084535,2000-313T07:09:59,2000-313T09:05:01,9,4,24,24,lossless,MSI_NLRide_313,Point nadir and take NLR support images,,msi_nlride_313.gif,,
,,MSI_StarCal_313,2000-313,00311,0149088613-0149088619,2000-313T10:12:59,2000-313T10:13:05,29,0,4,0,lossless,MSI_StarCal_313,Point 90 deg off-nadir for temp vs pointing ,,msi_starcal_313.gif,,
,,OPN_313B_KL,2000-313,00311,0149095543-0149096225,2000-313T12:08:29,2000-313T12:19:51,27,4,12,0,table5,OPN_313B_KL,3x4 mosaic,opnav.txt,opn_313b_kl.gif,,
,,MSI_RegGlobal_313,2000-313,00311,0149104633-0149105565,2000-313T14:39:59,2000-313T14:55:31,9,4,14,14,lossless,MSI_RegGlobal_313,4x4 image of region,,msi_regglobal_313.gif,,
,,MSI7ColorMidNorth_313,2000-313,00311,0149115433-0149116192,2000-313T17:39:59,2000-313T17:52:38,"22,21","1,2,3,4,5,6,7",31,40,lossless,MSI7ColorMidNorth_313,2x2 Mosaic with center frame,color200.txt,msi7colormidnorth_313.gif,,
,,OPN_313C_KL,2000-313,00311,0149121883-0149122565,2000-313T19:27:29,2000-313T19:38:51,27,4,12,0,table5,OPN_313C_KL,3x4 mosaic,opnav.txt,opn_313c_kl.gif,,
,,OPN_314A_KL,2000-314,00311,0149158843-0149159525,2000-314T05:43:29,2000-314T05:54:51,27,4,12,0,table5,OPN_314A_KL,3x4 mosaic,opnav.txt,opn_314a_kl.gif,,
194 km,-48.9,MSI_ParkStar_314,2000-314,00311,0149164093-0149164099,2000-314T07:10:59,2000-314T07:11:05,29,0,4,0,lossless,MSI_ParkStar_314,Take images during ParkMode for temp vs pt,,.,,
,,MSI_RegGlobal_314,2000-314,00311,0149179333-0149180265,2000-314T11:24:59,2000-314T11:40:31,9,4,16,16,lossless,MSI_RegGlobal_314,4x4 image of region,,msi_regglobal_314.gif,,
,,MSI_NLRide_314,2000-314,00311,0149181133-0149188035,2000-314T11:54:59,2000-314T13:50:01,30,4,24,24,table5,MSI_NLRide_314,Point nadir and take NLR support images,,msi_nlride_314.gif,,
,,OPN_314B_KL,2000-314,00311,0149192743-0149193425,2000-314T15:08:29,2000-314T15:19:51,27,4,12,0,table5,OPN_314B_KL,3x4 mosaic,opnav.txt,opn_314b_kl.gif,,
,,MSI_Flyover_314,2000-314,00311,0149214343-0149224103,2000-314T21:08:29,2000-314T23:51:09,30,4,120,120,table5,MSI_Flyover_314,Filter 4 images taken as asteroid moves across FOV,flyover.txt,msi_flyover_314.gif,,
,,OPN_314C_KL,2000-315,00311,0149225083-0149225765,2000-315T00:07:29,2000-315T00:18:51,27,4,12,0,table5,OPN_314C_KL,3x4 mosaic,opnav.txt,opn_314c_kl.gif,,
,,OPN_315A_KL,2000-315,00311,0149245543-0149246225,2000-315T05:48:29,2000-315T05:59:51,27,4,12,0,table5,OPN_315A_KL,3x4 mosaic,opnav.txt,opn_315a_kl.gif,,
,,MSI_Lonscan4x2_315,2000-315,00311,0149247133-0149271724,2000-315T06:14:59,2000-315T13:04:50,30,4,368,368,table5,MSI_Lonscan4x2_315,Repeating 4x2 mosaics for 1 rotation on south lats,lonscans.txt,msi_lonscan_4x2_315.gif,,
,,OPN_315B_KL,2000-315,00311,0149275483-0149276165,2000-315T14:07:29,2000-315T14:18:51,27,4,12,0,table5,OPN_315B_KL,3x4 mosaic,opnav.txt,opn_315b_kl.gif,,
,,MSI_NLRide_315,2000-315,00311,0149277133-0149284035,2000-315T14:34:59,2000-315T16:30:01,9,4,24,24,lossless,MSI_NLRide_315,Point nadir and take NLR support images,,msi_nlride_315.gif,,
194 km,-49.3,MSI_StarCal_315,2000-315,00311,0149286613-0149286619,2000-315T17:12:59,2000-315T17:13:05,29,0,4,0,lossless,MSI_StarCal_315,Point 90 deg off-nadir for temp vs pointing ,,msi_starcal_315.gif,,
,,MSI_RegGlobal_315,2000-315,00311,0149297233-0149298165,2000-315T20:09:59,2000-315T20:25:31,9,4,16,16,lossless,MSI_RegGlobal_315,4x4 image of region,,msi_regglobal_315.gif,,
,,OPN_315C_KL,2000-315,00311,0149298883-0149299565,2000-315T20:37:29,2000-315T20:48:51,27,4,12,0,table5,OPN_315C_KL,3x4 mosaic,opnav.txt,opn_315c_kl.gif,,
,,OPN_316A_KL,2000-316,00311,0149331043-0149331725,2000-316T05:33:29,2000-316T05:44:51,27,4,12,0,table5,OPN_316A_KL,3x4 mosaic,opnav.txt,opn_316a_kl.gif,,
,,MSI_NLRide_316,2000-316,00311,0149332333-0149333985,2000-316T05:54:59,2000-316T06:22:31,30,4,12,12,table5,MSI_NLRide_316,Point nadir and take NLR support images,,msi_nlride_316.gif,,
,,MSI7ColorSPoleLat_316,2000-316,00311,0149334733-0149353730,2000-316T06:34:59,2000-316T11:51:36,"22,21","1,2,3,4,5,6,7",175,200,lossless,MSI7ColorSPoleLat_316,7 Filter set every 15 deg for one rotation centered on south pole,color200.txt,msi7colorspolelat_316.gif,,
,,OPN_316B_KL,2000-316,00311,0149354683-0149355365,2000-316T12:07:29,2000-316T12:18:51,27,4,12,0,table5,OPN_316B_KL,3x4 mosaic,opnav.txt,opn_316b_kl.gif,,
,,OPN_316C_KL,2000-316,00311,0149388943-0149389625,2000-316T21:38:29,2000-316T21:49:51,27,4,12,0,table5,OPN_316C_KL,3x4 mosaic,opnav.txt,opn_316c_kl.gif,,
,,MSI_ParkStar_316,2000-317,00311,0149398633-0149398639,2000-317T00:19:59,2000-317T00:20:05,29,0,4,0,lossless,MSI_ParkStar_316,Take images during ParkMode for temp vs pt,,msi_parkstar_316.gif,,
,,MSI_Global_3x5_317a,2000-317,00311,0149408733-0149409603,2000-317T03:08:19,2000-317T03:22:49,30,4,15,15,table5,MSI_Global_3x5_317a,4x4 Global mosaic,,msi_global_3x5_317a.gif,,
195 km,-50.1,MSI_Global_3x5_317b,2000-317,00311,0149418033-0149418903,2000-317T05:43:19,2000-317T05:57:49,30,4,15,15,table5,MSI_Global_3x5_317b,4x4 Global mosaic,,msi_global_3x5_317b.gif,,
,,OPN_317A_KL,2000-317,00311,0149419543-0149420225,2000-317T06:08:29,2000-317T06:19:51,27,4,12,0,table5,OPN_317A_KL,3x4 mosaic,opnav.txt,opn_317a_kl.gif,,
,,MSI_RegGlobal_317,2000-317,00311,0149421133-0149422065,2000-317T06:34:59,2000-317T06:50:31,9,4,12,12,lossless,MSI_RegGlobal_317,4x4 image of region,,msi_regglobal_317.gif,,
,,MSI_NLRide_317,2000-317,00311,0149432833-0149439735,2000-317T09:49:59,2000-317T11:45:01,30,4,22,23,table5,MSI_NLRide_317,Point nadir and take NLR support images,,msi_nlride_317.gif,,
,,OPN_317B_KL,2000-317,00311,0149440783-0149441465,2000-317T12:02:29,2000-317T12:13:51,27,4,12,0,table5,OPN_317B_KL,3x4 mosaic,opnav.txt,opn_317b_kl.gif,,
,,OPN_317C_KL,2000-317,00311,0149475043-0149475725,2000-317T21:33:29,2000-317T21:44:51,27,4,12,0,table5,OPN_317C_KL,3x4 mosaic,opnav.txt,opn_317c_kl.gif,,
,,MSI_ParkStar_317,2000-317,00311,0149480293-0149480299,2000-317T23:00:59,2000-317T23:01:05,29,0,4,0,lossless,MSI_ParkStar_317,Take images during ParkMode for temp vs pt,,msi_parkstar_317.gif,,
,,MSI_7ColorMidSo_318a,2000-318,00311,0149489833-0149490592,2000-318T01:39:59,2000-318T01:52:38,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7ColorMidSo_318a,2x2 Mosaic with center frame,color200.txt,msi_7color_midsouth_318a.gif,,
,,MSI_7ColorMidSo_318b,2000-318,00311,0149497633-0149498392,2000-318T03:49:59,2000-318T04:02:38,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7ColorMidSo_318b,2x2 Mosaic with center frame,color200.txt,msi_7color_midsouth_318b.gif,,
,,MSI_7ColorMidSo_318c,2000-318,00311,0149501233-0149501992,2000-318T04:49:59,2000-318T05:02:38,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7ColorMidSo_318c,2x2 Mosaic with center frame,color200.txt,msi_7color_midsouth_318c.gif,,
196 km,-50.5,OPN_318A_KL,2000-318,00311,0149509543-0149510225,2000-318T07:08:29,2000-318T07:19:51,27,4,12,0,table5,OPN_318A_KL,3x4 mosaic,opnav.txt,opn_318a_kl.gif,,
,,MSI_NLRide_318,2000-318,00311,0149511433-0149518335,2000-318T07:39:59,2000-318T09:35:01,9,4,24,24,lossless,MSI_NLRide_318,Point nadir and take NLR support images,,msi_nlride_318.gif,,
,,MSI_RegGlobal_318,2000-318,00311,0149528833-0149529765,2000-318T12:29:59,2000-318T12:45:31,9,4,16,16,lossless,MSI_RegGlobal_318,4x4 image of region,,msi_regglobal_318.gif,,
,,OPN_318B_KL,2000-318,00311,0149530783-0149531465,2000-318T13:02:29,2000-318T13:13:51,27,4,12,0,table5,OPN_318B_KL,3x4 mosaic,opnav.txt,opn_318b_kl.gif,,
,,OPN_318C_KL,2000-318,00318,0149562043-0149562725,2000-318T21:43:29,2000-318T21:54:51,27,4,12,0,table5,OPN_318C_KL,3x4 mosaic,opnav.txt,opn_318c_kl.gif,,
,,MSI_7ColorEquat_319a,2000-319,00318,0149571983-0149573618,2000-319T00:29:09,2000-319T00:56:24,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7ColorEquat_319a,point to nose and follow while shooting,color200.txt,msi_7colorequat_319a.gif,,
,,MSI_7ColorEquat_319b,2000-319,00318,0149574303-0149575938,2000-319T01:07:49,2000-319T01:35:04,"22,21","1,2,3,4,5,6,7",21,24,lossless,MSI_7ColorEquat_319b,point to saddle and follow while imaging,color200.txt,msi_7colorequat_319b.gif,,
,,MSI_7ColorEquat_319c,2000-319,00318,0149579943-0149580778,2000-319T02:41:49,2000-319T02:55:44,"22,21","1,2,3,4,5,6,7",14,16,lossless,MSI_7ColorEquat_319c,point to other nose and follow while imaging,color200.txt,msi_7colorequat_319c.gif,,
,,MSI_7ColorEquat_319d,2000-319,00318,0149581543-0149584798,2000-319T03:08:29,2000-319T04:02:44,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7ColorEquat_319d,4x1 diagonal scan of paw side,color200.txt,msi_7colorequat_319d.gif,,
,,OPN_319A_KL,2000-319,00318,0149593243-0149593925,2000-319T06:23:29,2000-319T06:34:51,27,4,12,0,table5,OPN_319A_KL,3x4 mosaic,opnav.txt,opn_319a_kl.gif,,
197 km,-50.9,MSI_ParkDarkStar_319,2000-319,00318,0149601133-0149601259,2000-319T08:34:59,2000-319T08:37:05,"29,1","0,7",8,0,lossless,MSI_ParkDarkStar_319,4 filter 0 images during ParkMode for temp vs pt; 4 filter 7 images for dark current,,.,,
,,MSI_NLRide_319,2000-319,00318,0149613833-0149616835,2000-319T12:06:39,2000-319T12:56:41,30,4,6,6,table5,MSI_NLRide_319,Point nadir and take NLR support images,,msi_nlride_319.gif,,
,,OPN_319B_KL,2000-319,00318,0149617543-0149618225,2000-319T13:08:29,2000-319T13:19:51,27,4,12,0,table5,OPN_319B_KL,3x4 mosaic,opnav.txt,opn_319b_kl.gif,,
,,MSI_EquatGlobals_319,2000-319,00318,0149621033-0149639532,2000-319T14:06:39,2000-319T19:14:58,30,4,138,138,table5,MSI_EquatGlobals_319,Series of mosaics,globalmovies.txt,msi_equatglobals_319.gif,,
,,OPN_319C_KL,2000-319,00318,0149646344-0149647026,2000-319T21:08:30,2000-319T21:19:52,27,4,12,0,table5,OPN_319C_KL,3x4 mosaic,opnav.txt,opn_319c_kl.gif,,
,,OPN_320A_KL,2000-320,00318,0149676644-0149677326,2000-320T05:33:30,2000-320T05:44:52,27,4,12,0,table5,OPN_320A_KL,3x4 mosaic,opnav.txt,opn_320a_kl.gif,,
,,MSI_ParkStar_320,2000-320,00318,0149681954-0149681960,2000-320T07:02:00,2000-320T07:02:06,29,0,4,0,lossless,MSI_ParkStar_320,Take images during ParkMode for temp vs pt,,.,,
,,MSI_Flyover_320,2000-320,00318,0149689544-0149707546,2000-320T09:08:30,2000-320T14:08:32,30,4,301,301,table5,MSI_Flyover_320,scan around equator,flyover.txt,msi_flyover_320.gif,,
,,OPN_320B_KL,2000-320,00318,0149708444-0149709126,2000-320T14:23:30,2000-320T14:34:52,27,4,12,0,table5,OPN_320B_KL,3x4 mosaic,opnav.txt,opn_320b_kl.gif,,
,,MSI_FeatureTrk_320,2000-320,00318,0149711734-0149722474,2000-320T15:18:20,2000-320T18:17:20,18,4,180,0,table5,MSI_FeatureTrk_320,point to nose and image,featuretracks.txt,msi_featuretrk_320.gif,,
197 km,-51.5,OPN_320C_KL,2000-320,00318,0149731724-0149732406,2000-320T20:51:30,2000-320T21:02:52,27,4,12,0,table5,OPN_320C_KL,3x4 mosaic,opnav.txt,opn_320c_kl.gif,,
,,OPN_321A_KL,2000-321,00318,0149763644-0149764326,2000-321T05:43:30,2000-321T05:54:52,27,4,12,0,table5,OPN_321A_KL,3x4 mosaic,opnav.txt,opn_321a_kl.gif,,
,,MSI_ParkDarkStar_321,2000-321,00318,0149768894-0149769020,2000-321T07:11:00,2000-321T07:13:06,"29,1","0,7",8,0,lossless,MSI_ParkDarkStar_321,4 filter 0 images during ParkMode for temp vs pt; 4 filter 7 images for dark current,,.,,
,,MSI_NLRide_321,2000-321,00318,0149774234-0149776436,2000-321T08:40:00,2000-321T09:16:42,30,4,12,12,table5,MSI_NLRide_321,Point nadir and take NLR support images,,msi_nlride_321.gif,,
,,MSI_HiNorthGlob _321a,2000-321,00318,0149777734-0149795418,2000-321T09:38:20,2000-321T14:33:04,30,4,154,155,table5,MSI_HiNorthGlob _321a,Series of mosaics,globalmovies.txt,msi_hinorthglob_321a.gif,,
,,MSI_HiNorthGlob _321b,2000-321,00318,0149796734-0149797602,2000-321T14:55:00,2000-321T15:09:28,18,4,15,0,table5,MSI_HiNorthGlob _321b,Series of mosaics,globalmovies.txt,msi_hinorthglob_321b.gif,,
,,OPN_321B_KL,2000-321,00318,0149798744-0149799426,2000-321T15:28:30,2000-321T15:39:52,27,4,12,0,table5,OPN_321B_KL,3x4 mosaic,opnav.txt,opn_321b_kl.gif,,
,,OPN_321C_KL,2000-321,00318,0149828924-0149829606,2000-321T23:51:30,2000-322T00:02:52,27,4,12,0,table5,OPN_321C_KL,3x4 mosaic,opnav.txt,opn_321c_kl.gif,,
,,MSI_NLRide_322,2000-322,00318,0149848134-0149850336,2000-322T05:11:40,2000-322T05:48:22,30,4,12,12,table5,MSI_NLRide_322,Point nadir and take NLR support images,,msi_nlride_322.gif,,
,,OPN_322A_KL,2000-322,00318,0149852744-0149853426,2000-322T06:28:30,2000-322T06:39:52,27,4,12,0,table5,OPN_322A_KL,3x4 mosaic,opnav.txt,opn_322a_kl.gif,,
195 km,-52.1,MSI_Flyover_322,2000-322,00318,0149856944-0149871886,2000-322T07:38:30,2000-322T11:47:32,30,4,250,250,table5,MSI_Flyover_322,scan around the asteroid,flyover.txt,msi_flyover_322.gif,,
,,OPN_322B_KL,2000-322,00318,0149883824-0149884506,2000-322T15:06:30,2000-322T15:17:52,27,4,12,0,table5,OPN_322B_KL,3x4 mosaic,opnav.txt,opn_322b_kl.gif,,
,,OPN_322C_KL,2000-322,00318,0149906144-0149906826,2000-322T21:18:30,2000-322T21:29:52,27,4,12,0,table5,OPN_322C_KL,3x4 mosaic,opnav.txt,opn_322c_kl.gif,,
,,MSI_ParkStar_322,2000-322,00318,0149911394-0149911400,2000-322T22:46:00,2000-322T22:46:06,29,0,4,0,lossless,MSI_ParkStar_322,Take images during ParkMode for temp vs pt,,.,,
,,MSI_NLRide_322,2000-323,00318,0149916434-0149918636,2000-323T00:10:00,2000-323T00:46:42,30,4,12,12,table5,MSI_NLRide_322,Point nadir and take NLR support images,,msi_nlride_323.gif,,
,,OPN_323A_KL,2000-323,00318,0149927144-0149927826,2000-323T03:08:30,2000-323T03:19:52,27,4,12,0,table5,OPN_323A_KL,3x4 mosaic,opnav.txt,opn_323a_kl.gif,,
,,MSI_Flyover_323,2000-323,00318,0149928944-0149948701,2000-323T03:38:30,2000-323T09:07:47,30,4,440,440,table5,MSI_Flyover_323,scan around the asteroid,flyover.txt,msi_flyover_323.gif,,
,,OPN_323B_KL,2000-323,00318,0149958644-0149959326,2000-323T11:53:30,2000-323T12:04:52,27,4,12,0,table5,OPN_323B_KL,3x4 mosaic,opnav.txt,opn_323b_kl.gif,,
,,OPN_323C_KL,2000-323,00318,0149990144-0149990826,2000-323T20:38:30,2000-323T20:49:52,27,4,12,0,table5,OPN_323C_KL,3x4 mosaic,opnav.txt,opn_323c_kl.gif,,
,,MSI_ParkStar_323,2000-323,00318,0149995394-0149995400,2000-323T22:06:00,2000-323T22:06:06,29,0,4,0,lossless,MSI_ParkStar_323,Take images during ParkMode for temp vs pt,,.,,
193 km,-52.8,MSI_7ColorEquat_324a,2000-323,00318,0150000344-0150005179,2000-323T23:28:30,2000-324T00:49:05,"22,21","1,2,3,4,5,6,7",63,72,lossless,MSI_7ColorEquat_324a,point to nose and foloow while imaging,color200.txt,msi_7colorequat_324a.gif,,
,,MSI_7ColorEquat_324b,2000-324,00318,0150007384-0150009819,2000-324T01:25:50,2000-324T02:06:25,"22,21","1,2,3,4,5,6,7",49,56,lossless,MSI_7ColorEquat_324b,continue nose imaging,color200.txt,msi_7colorequat_324b.gif,,
,,MSI_7ColorEquat_324c,2000-324,00318,0150013984-0150016019,2000-324T03:15:50,2000-324T03:49:45,"22,21","1,2,3,4,5,6,7",42,48,lossless,MSI_7ColorEquat_324c,continue nose imaging,color200.txt,msi_7colorequat_324c.gif,,
,,MSI_7ColorEquat_324d,2000-324,00318,0150016564-0150017799,2000-324T03:58:50,2000-324T04:19:25,"22,21","1,2,3,4,5,6,7",28,32,lossless,MSI_7ColorEquat_324d,paw and nose imaging,color200.txt,msi_7colorequat_324d.gif,,
,,MSI_NLRide_324,2000-324,00318,0150019634-0150021836,2000-324T04:50:00,2000-324T05:26:42,30,4,12,12,table5,MSI_NLRide_324,Point nadir and take NLR support images,,msi_nlride_324.gif,,
,,OPN_324A_KL,2000-324,00318,0150024344-0150025026,2000-324T06:08:30,2000-324T06:19:52,27,4,12,0,table5,OPN_324A_KL,3x4 mosaic,opnav.txt,opn_324a_kl.gif,,
,,OPN_324B_KL,2000-324,00318,0150046724-0150047406,2000-324T12:21:30,2000-324T12:32:52,27,4,12,0,table5,OPN_324B_KL,3x4 mosaic,opnav.txt,opn_324b_kl.gif,,
,,OPN_324C_KL,2000-324,00318,0150078044-0150078726,2000-324T21:03:30,2000-324T21:14:52,27,4,12,0,table5,OPN_324C_KL,3x4 mosaic,opnav.txt,opn_324c_kl.gif,,
,,MSI_ParkStar_324,2000-324,00318,0150083294-0150083300,2000-324T22:31:00,2000-324T22:31:06,29,0,4,0,lossless,MSI_ParkStar_324,Take images during ParkMode for temp vs pt,,.,,
